genome	taxgroup	taxclade	genome_type	depth	lat	lon	cruise	station	date	ocean	location	siderophore	n_genomes	n_markers	n_msets	complete	contami	strain_het	genome_size	n_ambig_bp	n_scaffolds	n_contigs	N50_scaff	N50_contig	mean_scaff_len	mean_contig_len	longest_scaff	longest_contig	perc_gc	gc_stdev	code_dens	translation	n_genes	n0_markers	n1_markers	n2_markers	n3_markers	n4_markers	n5_markers
AG-363-M20	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	46.9	0.07	0	858293	0	53	53	40289	40289	16194	16194	103444	103444	35.5	2.88	86.43	11	978	362	367	1	0	0	0
AG-388-L21	prochlorococcus	proLL1	sag	10	36.2	-53.31	GA02(L1)	16	5/20/10	n_atlantic	GA02	0	18	730	228	70.8	0	0	1411541	0	49	49	62173	62173	28806	28806	158066	158066	35.1	2.77	86.73	11	1683	193	537	0	0	0	0
AG-388-O02	prochlorococcus	proLL1	sag	10	36.2	-53.31	GA02(L1)	16	5/20/10	n_atlantic	GA02	0	18	730	228	88.31	0.11	0	1665320	0	49	49	79727	79727	33986	33986	185005	185005	35.1	2.02	87.01	11	1965	69	660	1	0	0	0
AG-409-A10	prochlorococcus	proLL1	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	87.67	0	0	1583466	0	29	29	111437	111437	54602	54602	332752	332752	35.2	2.5	88.35	11	1721	77	653	0	0	0	0
AG-409-D14	prochlorococcus	proLL1	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	56.96	0	0	959905	0	20	20	119031	119031	47995	47995	187154	187154	35.3	2.58	89.07	11	1026	295	435	0	0	0	0
AG-409-J03	prochlorococcus	proLL1	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	53.53	0.48	0	910103	0	67	67	35918	35918	13583	13583	94624	94624	36.3	8.64	88.39	11	1031	324	404	2	0	0	0
AG-409-P19	prochlorococcus	proLL1	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	61.3	0	0	1164213	0	35	35	115591	115591	33263	33263	148291	148291	35.6	2.6	86.93	11	1264	249	481	0	0	0	0
AG-412-G19	prochlorococcus	proLL1	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	88.39	0	0	1568926	0	46	46	80232	80232	34107	34107	140040	140040	35.1	1.91	87.69	11	1819	80	650	0	0	0	0
AG-412-O03	prochlorococcus	proLL1	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	78.53	0.88	0	1527011	0	48	48	78406	78406	31812	31812	252110	252110	35.5	2.42	87.37	11	1836	143	585	2	0	0	0
AG-424-E20	prochlorococcus	proLL1	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	68.08	0	0	1273735	0	89	89	22319	22319	14311	14311	56824	56824	35.3	2.11	86.9	11	1503	213	517	0	0	0	0
AG-432-A07	prochlorococcus	proLL1	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	40.96	0	0	740276	0	80	80	12594	12594	9253	9253	34138	34138	35.6	2.03	87.16	11	910	428	302	0	0	0	0
AG-432-B15	prochlorococcus	proLL1	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	47.92	0	0	1004026	0	73	73	20837	20837	13753	13753	63715	63715	34.9	2.3	84.95	11	1234	344	386	0	0	0	0
AG-432-E11	prochlorococcus	proLL1	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	43.22	0	0	955702	0	51	51	36116	36116	18739	18739	125971	125971	35.1	2.34	83.9	11	1190	400	330	0	0	0	0
AG-432-K17	prochlorococcus	proLL1	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	44.77	0	0	824790	0	55	55	24339	24339	14996	14996	54436	54436	34.8	2.65	86.3	11	990	426	304	0	0	0	0
AG-436-C14	prochlorococcus	proLL1	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	92.71	0	0	1721468	0	52	52	101747	101747	33105	33105	263005	263005	34.6	2.68	86.7	11	1962	45	685	0	0	0	0
AG-436-J02	prochlorococcus	proLL1	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	55.21	0	0	1048913	0	45	45	55616	55616	23309	23309	193723	193723	34.3	3.25	85.23	11	1228	331	399	0	0	0	0
MIT0912	prochlorococcus	proLL1	isolate	175	23.75	-158	ALOHA	ALOHA		n_pacific	HOT	0	18	730	228	99.56	0	0	1898947	0	1	1	1898947	1898947	1898947	1898947	1898947	1898947	34.8	0	86.76	11	2155	2	728	0	0	0	0
MIT0913	prochlorococcus	proLL1	isolate	175	23.75	-158	ALOHA	ALOHA		n_pacific	HOT	1	18	730	228	100	0	0	1877877	0	1	1	1877877	1877877	1877877	1877877	1877877	1877877	34.8	0	87.43	11	2148	0	730	0	0	0	0
MIT0915	prochlorococcus	proLL1	isolate	175	23.75	-158	ALOHA	ALOHA		n_pacific	HOT	0	18	730	228	99.82	0	0	1988105	0	1	1	1988105	1988105	1988105	1988105	1988105	1988105	35.5	0	86.94	11	2199	2	728	0	0	0	0
MIT0917	prochlorococcus	proLL1	isolate	200	23.75	-158	ALOHA	ALOHA		n_pacific	HOT	1	18	730	228	100	0	0	1924674	0	1	1	1924674	1924674	1924674	1924674	1924674	1924674	34.6	0	86.65	11	2170	0	730	0	0	0	0
MIT1214	prochlorococcus	proLL1	isolate	175	23.75	-158				n_pacific	HOT	0	18	730	228	100	0	0	1934849	0	1	1	1934849	1934849	1934849	1934849	1934849	1934849	34.8	0	86.48	11	2150	0	730	0	0	0	0
PAC1	prochlorococcus	proLL1	isolate	100	23.75	-158			4/1/92	n_pacific	HOT	0	18	730	228	100	0	0	1838292	0	18	18	182484	182484	102127	102127	588843	588843	35.1	1.74	86.75	11	2168	0	730	0	0	0	0
AG-402-A08	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	83.98	0	0	1594446	0	69	69	63500	63500	23107	23107	304480	304480	34.6	2.5	87.22	11	1850	99	631	0	0	0	0
AG-402-A21	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	91.97	0	0	1669193	0	41	41	80696	80696	40712	40712	213533	213533	34.8	2.21	87.04	11	1896	56	674	0	0	0	0
AG-402-B03	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	91.74	0	0	1720847	0	39	39	143056	143056	44124	44124	178629	178629	34.9	2.2	87.08	11	1996	58	672	0	0	0	0
AG-402-B05	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	89.39	0	0	1762426	0	62	62	106058	106058	28426	28426	166334	166334	35.1	2.5	86.56	11	2025	64	666	0	0	0	0
AG-402-B10	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	59.46	0.03	0	1097025	0	44	44	61643	61643	24932	24932	196674	196674	35.2	2.37	86.86	11	1291	285	444	1	0	0	0
AG-402-B19	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	88.55	0	0	1548023	0	41	41	86757	86757	37756	37756	158265	158265	34.4	2.76	86.51	11	1762	90	640	0	0	0	0
AG-402-C09	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	86.34	0.33	100	1626188	0	34	34	130851	130851	47829	47829	192229	192229	34.8	1.89	87.7	11	1865	85	642	3	0	0	0
AG-402-E17	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	72.33	0.03	100	1328116	0	59	59	41169	41169	22510	22510	92021	92021	34.6	2.17	86.84	11	1580	213	516	1	0	0	0
AG-402-G06	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	83.75	0.36	71.43	1489406	0	58	58	60908	60908	25679	25679	191680	191680	34.8	2.66	88.39	11	1671	114	609	7	0	0	0
AG-402-G08	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	84.71	0.11	0	1630164	0	55	55	85287	85287	29639	29639	153829	153829	35	2.98	86.76	11	1927	113	616	1	0	0	0
AG-402-G19	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	62.86	0	0	1282444	0	45	45	45229	45229	28498	28498	198223	198223	34.4	2.06	85.9	11	1495	267	463	0	0	0	0
AG-402-I05	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	90.28	0	0	1824968	0	58	58	66871	66871	31464	31464	257720	257720	35	2.63	85.76	11	2164	83	647	0	0	0	0
AG-402-I20	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	92	0	0	1697147	0	43	43	85049	85049	39468	39468	168410	168410	34.6	2.85	86.71	11	1945	86	644	0	0	0	0
AG-402-I21	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	93.41	0.44	0	1729312	0	37	37	156330	156330	46738	46738	288691	288691	34.7	2.76	87.26	11	1964	38	691	1	0	0	0
AG-402-I22	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	75.02	0.71	80	1264917	0	57	57	49205	49205	22191	22191	100528	100528	35.3	2.31	89.85	11	1345	155	570	5	0	0	0
AG-402-J18	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	65.54	0	0	1204449	0	50	50	52189	52189	24088	24088	122921	122921	35.3	2.32	87.35	11	1444	265	465	0	0	0	0
AG-402-K04	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	74.32	0.35	0	1378740	0	44	44	84577	84577	31335	31335	245384	245384	34.7	1.87	85.37	11	1618	196	530	4	0	0	0
AG-402-K14	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	81.4	0.3	0	1649700	0	64	64	61560	61560	25776	25776	200763	200763	34.5	3.03	86.42	11	1893	103	623	4	0	0	0
AG-402-L09	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	86.55	0.09	100	1617585	0	43	43	134223	134223	37618	37618	232885	232885	34.6	2.19	87.71	11	1821	80	649	1	0	0	0
AG-402-L19	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	51.63	0.03	0	1117246	0	56	56	41578	41578	19950	19950	129069	129069	34.6	2.75	85.81	11	1365	361	368	1	0	0	0
AG-402-L20	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	90.61	0.37	0	1757045	0	60	60	75921	75921	29284	29284	124472	124472	34.9	2.14	87.59	11	2046	60	668	2	0	0	0
AG-402-M18	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	91.29	0.07	0	1623424	0	57	57	58556	58556	28481	28481	223414	223414	34.8	2.99	87.42	11	1832	80	649	1	0	0	0
AG-402-M23	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	85.39	0.26	0	1682785	0	69	69	67462	67462	24388	24388	253516	253516	34.3	2.81	86.32	11	1906	107	620	3	0	0	0
AG-402-N09	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	86.22	0	0	1538304	0	53	53	91470	91470	29024	29024	227287	227287	35.1	2.38	88.06	11	1786	120	610	0	0	0	0
AG-402-O21	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	93.96	0.06	0	1757794	0	43	43	90275	90275	40878	40878	222369	222369	34.9	1.89	87.75	11	2062	40	689	1	0	0	0
AG-402-P16	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	78.72	0	0	1587150	0	51	51	85646	85646	31120	31120	159594	159594	34.4	2.45	87.25	11	1778	153	577	0	0	0	0
AG-402-P18	prochlorococcus	proLL1	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	97.2	0.18	0	1848560	0	35	35	123638	123638	52816	52816	278977	278977	34.4	2.68	86.36	11	2056	48	680	2	0	0	0
AG-673-K22	prochlorococcus	proLL1	sag	90	28.14	-158	GRADIENT	4	4/22/16	n_pacific	GRADIENT	0	18	730	228	66.21	0	0	1195273	0	94	94	20937	20937	12715	12715	70840	70840	35.3	2.62	87.84	11	1420	258	472	0	0	0	0
AG-679-I23	prochlorococcus	proLL1	sag	60	34.7	-158	GRADIENT	6	4/24/16	n_pacific	GRADIENT	1	18	730	228	76.61	0.11	0	1470552	0	46	46	55815	55815	31968	31968	151394	151394	35.3	2.3	87.45	11	1699	147	582	1	0	0	0
MIT1013	prochlorococcus	proLL1	isolate	150	-26.25	-103.96	BIGRAPA	7		s_pacific	BIGRAPA	1	18	730	228	100	0	0	2046712	0	1	1	2046712	2046712	2046712	2046712	2046712	2046712	34.5	0	85.98	11	2370	0	730	0	0	0	0
AG-311-D23	prochlorococcus	proLL1	sag	20	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	1	18	730	228	73.87	0	0	1466304	0	65	65	50864	50864	22558	22558	139860	139860	35	2.35	85.01	11	1753	186	544	0	0	0	0
AG-311-J23	prochlorococcus	proLL1	sag	20	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	79.34	0.18	0	1427538	0	55	55	44869	44869	25955	25955	166481	166481	35.1	2.37	87.18	11	1628	141	587	2	0	0	0
AG-311-K21	prochlorococcus	proLL1	sag	20	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	1	18	730	228	47.94	0.05	100	878448	0	52	52	33644	33644	16893	16893	80498	80498	34.8	2.67	88.7	11	1010	371	358	1	0	0	0
AG-315-A03	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	33.27	1.07	87.5	670439	0	59	59	19620	19620	11363	11363	47058	47058	34.6	2.34	84.91	11	815	487	235	8	0	0	0
AG-315-B03	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	55.88	0	0	957139	0	61	61	29311	29311	15690	15690	72420	72420	34.8	2.43	87.49	11	1050	332	398	0	0	0	0
AG-315-C08	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	53.61	0.05	100	961761	0	77	77	23788	23788	12490	12490	65564	65564	34.7	3.08	85.38	11	1105	353	376	1	0	0	0
AG-315-C22	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	39.29	0.03	0	751617	0	67	67	24860	24860	11218	11218	45761	45761	35.1	2.9	85.8	11	861	422	307	1	0	0	0
AG-315-D17	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	46.38	0.44	100	961065	0	56	56	26802	26802	17161	17161	73250	73250	35.1	2.1	85.98	11	1087	372	357	1	0	0	0
AG-315-I14	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	48.11	0	0	851120	0	51	51	35032	35032	16688	16688	77372	77372	34.9	2.64	86.67	11	966	385	345	0	0	0	0
AG-315-J23	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	32.96	0	0	578346	0	36	36	56698	56698	16065	16065	79849	79849	35.2	2.46	90.33	11	656	483	247	0	0	0	0
AG-315-K21	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	31.99	0	0	593732	0	62	62	15880	15880	9576	9576	45766	45766	34.9	3.23	83.82	11	722	534	196	0	0	0	0
AG-315-M16	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	39.64	0.15	0	679565	0	42	42	28923	28923	16180	16180	124951	124951	34.8	2.27	87.83	11	760	458	271	1	0	0	0
AG-315-N18	prochlorococcus	proLL1	sag	55	-20.08	-70.8	BIGRAPA	1	11/19/10	s_pacific	BIGRAPA	0	18	730	228	47.17	0.07	100	874329	0	60	60	25870	25870	14572	14572	68732	68732	35	2.63	87.22	11	977	362	366	2	0	0	0
AG-331-A01	prochlorococcus	proLL1	sag	112	-23.46	-88.77	BIGRAPA	4	11/29/10	s_pacific	BIGRAPA	0	18	730	228	32.6	0	0	585972	0	31	31	32866	32866	18902	18902	111699	111699	35.2	2.71	90.32	11	648	448	282	0	0	0	0
AG-331-C07	prochlorococcus	proLL1	sag	112	-23.46	-88.77	BIGRAPA	4	11/29/10	s_pacific	BIGRAPA	1	18	730	228	35.95	0.44	100	776264	0	59	59	26165	26165	13157	13157	92957	92957	34.5	3.2	85.15	11	913	474	255	1	0	0	0
AG-331-M18	prochlorococcus	proLL1	sag	112	-23.46	-88.77	BIGRAPA	4	11/29/10	s_pacific	BIGRAPA	0	18	730	228	56.96	0	0	1161185	0	69	69	35821	35821	16828	16828	95242	95242	35	2.86	87.44	11	1376	296	434	0	0	0	0
AG-341-E15	prochlorococcus	proLL1	sag	180	-26.25	-103.96	BIGRAPA	7	12/8/10	s_pacific	BIGRAPA	1	18	730	228	36.83	0	0	670841	0	42	42	29708	29708	15972	15972	77144	77144	35.2	2.36	86.69	11	843	428	302	0	0	0	0
AG-341-I22	prochlorococcus	proLL1	sag	180	-26.25	-103.96	BIGRAPA	7	12/8/10	s_pacific	BIGRAPA	0	18	730	228	30.31	0	0	496310	0	29	29	30232	30232	17114	17114	70574	70574	35.1	2.22	87.99	11	603	500	230	0	0	0	0
AG-341-N05	prochlorococcus	proLL1	sag	180	-26.25	-103.96	BIGRAPA	7	12/8/10	s_pacific	BIGRAPA	0	18	730	228	39.82	0	0	570862	0	27	27	52697	52697	21143	21143	102982	102982	35.7	3	90.32	11	608	473	257	0	0	0	0
AG-455-B05	prochlorococcus	proLL1	sag	50	-30	174	GP13(L1)	22	5/24/11	s_pacific	GP13	1	18	730	228	50.14	0.58	100	931365	0	79	79	19399	19399	11789	11789	72964	72964	35.2	2.39	86.3	11	1146	351	377	2	0	0	0
AG-455-G08	prochlorococcus	proLL1	sag	50	-30	174	GP13(L1)	22	5/24/11	s_pacific	GP13	0	18	730	228	49.91	0.88	100	913442	0	53	53	30467	30467	17234	17234	66254	66254	35.4	2.63	87.57	11	1045	355	372	3	0	0	0
AG-459-C18	prochlorococcus	proLL1	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	52.3	0.22	100	896699	0	89	89	14816	14816	10075	10075	45872	45872	35.3	2.06	86.37	11	1101	351	377	2	0	0	0
AG-459-P07	prochlorococcus	proLL1	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	1	18	730	228	75.3	0	0	1417200	0	78	78	35046	35046	18169	18169	96496	96496	35	2.56	86.6	11	1678	199	531	0	0	0	0
SS120	prochlorococcus	proLL2.3	isolate	120	28.983333	-64.35			5/30/88	n_atlantic		0	18	730	228	100	0	0	1751080	0	1	1	1751080	1751080	1751080	1751080	1751080	1751080	36.4	0	88.91	11	1908	0	730	0	0	0	0
SS2	prochlorococcus	proLL2.3	isolate	120	28.983333	-64.35			5/30/88	n_atlantic		0	18	730	228	99.78	0.01	100	1752772	0	19	19	187268	187268	92251	92251	400814	400814	36.4	1.59	88.92	11	1927	1	728	1	0	0	0
SS35	prochlorococcus	proLL2.3	isolate	120	28.983333	-64.35			5/30/88	n_atlantic		0	18	730	228	100	0	0	1751015	1	9	9	446270	446269	194557	194557	563258	563258	36.4	1.33	88.91	11	1916	0	730	0	0	0	0
SS51	prochlorococcus	proLL2.3	isolate	120	28.983333	-64.35			5/30/88	n_atlantic		0	18	730	228	100	0	0	1746977	0	12	12	232789	232789	145581	145581	468464	468464	36.4	1.61	88.86	11	1914	0	730	0	0	0	0
SS52	prochlorococcus	proLL2.3	isolate	120	28.983333	-64.35			5/30/88	n_atlantic		0	18	730	228	100	0.44	100	1754053	0	22	22	124224	124224	79729	79729	264302	264302	36.4	1.57	88.87	11	1931	0	729	1	0	0	0
AG-363-B11	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	78.71	0.09	0	1493848	0	47	47	79105	79105	31784	31784	146419	146419	36.5	2.37	86.24	11	1682	163	566	1	0	0	0
AG-363-C02	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	75.53	0	0	1420347	0	42	42	57431	57431	33817	33817	142835	142835	34.9	1.91	87.71	11	1595	165	565	0	0	0	0
AG-363-G23	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	32.06	0	0	646218	0	37	37	29257	29257	17465	17465	80852	80852	35.4	2.35	87.46	11	754	460	270	0	0	0	0
AG-363-I21	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	70.34	0	0	1261126	0	48	48	45367	45367	26273	26273	171626	171626	36.3	3.03	87.96	11	1379	237	493	0	0	0	0
AG-363-M21	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	71.68	0.19	0	1161170	0	26	26	78895	78895	44660	44660	257821	257821	35.7	1.94	90.79	11	1276	217	511	2	0	0	0
AG-363-N03	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	49.09	0	0	735386	0	29	29	45499	45499	25358	25358	76005	76005	37.3	1.85	91.58	11	768	379	351	0	0	0	0
AG-363-N16	prochlorococcus	proLL2.3	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	85.3	0.29	0	1398838	0	42	42	105305	105305	33305	33305	202211	202211	35.4	2.17	89.08	11	1537	130	597	3	0	0	0
AG-409-D06	prochlorococcus	proLL2.3	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	36.9	0	0	532342	0	10	10	122681	122681	53234	53234	165418	165418	35.9	2.39	90.5	11	572	436	294	0	0	0	0
AG-409-F19	prochlorococcus	proLL2.3	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	50.34	0	0	912028	0	29	29	74226	74226	31449	31449	164384	164384	37.4	1.83	86.66	11	1013	336	394	0	0	0	0
AG-409-J23	prochlorococcus	proLL2.3	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	43.35	0	0	640246	0	27	27	59066	59066	23712	23712	95062	95062	37.2	1.94	89.23	11	710	395	335	0	0	0	0
AG-409-K04	prochlorococcus	proLL2.3	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	79.15	0.44	100	1414612	0	38	38	85053	85053	37226	37226	164346	164346	34.8	2.36	88	11	1534	138	591	1	0	0	0
AG-409-L21	prochlorococcus	proLL2.3	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	62.24	0.93	0	1341328	0	27	27	79362	79362	49678	49678	203678	203678	35.2	3.71	91.32	11	1466	223	502	5	0	0	0
AG-412-P08	prochlorococcus	proLL2.3	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	85.9	0.09	0	1545470	0	52	52	71751	71751	29720	29720	193359	193359	37.1	2.67	87.43	11	1731	102	627	1	0	0	0
AG-432-D11	prochlorococcus	proLL2.3	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	51.58	0	0	981073	0	57	57	34428	34428	17211	17211	76828	76828	35.5	2.49	88.26	11	1078	364	366	0	0	0	0
AG-436-C13	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	84.29	0.11	0	1551218	0	38	38	81214	81214	40821	40821	178708	178708	35.1	1.9	87.52	11	1782	119	610	1	0	0	0
AG-436-K22	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	71.74	0	0	1265112	0	61	61	39877	39877	20739	20739	120615	120615	36.8	2.16	87.88	11	1388	233	497	0	0	0	0
AG-436-M02	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	83.02	0	0	1501005	0	53	53	67312	67312	28320	28320	183000	183000	36.2	2.19	87.83	11	1677	142	588	0	0	0	0
AG-436-O09	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	67.94	0.11	0	1191806	0	62	62	34306	34306	19222	19222	145214	145214	37.4	1.92	86.83	11	1378	227	502	1	0	0	0
AG-436-O17	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	39.72	0	0	773737	0	57	57	21824	21824	13574	13574	61268	61268	36.2	2.48	89.2	11	888	385	345	0	0	0	0
AG-436-O20	prochlorococcus	proLL2.3	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	45.88	0	0	762820	0	26	26	50898	50898	29339	29339	138952	138952	36.7	1.85	90.02	11	833	369	361	0	0	0	0
MIT0601	prochlorococcus	proLL2.3	isolate	125	23.75	-158			5/25/06	n_pacific	HOT	0	18	730	228	100	0	0	1707342	0	6	6	547047	547047	284557	284557	766159	766159	37	0.98	89.51	11	1876	0	730	0	0	0	0
MIT0602	prochlorococcus	proLL2.3	isolate	125	23.75	-158			5/25/06	n_pacific	HOT	0	18	730	228	99.85	0.31	50	1750918	0	9	9	511704	511704	194546	194546	513189	513189	36.3	1.49	89.07	11	1925	1	727	2	0	0	0
